Title,Author,Year,Source
Le Meunier d’Angibault,George Sand,1844,CIDRE
Les Paysans,Honoré de Balzac,1844,CIDRE
Modeste Mignon,Honoré de Balzac,1844,CIDRE
Les Mystères de Londres,Paul Féval,1844,Wikidata
Les Trois Mousquetaires,Alexandre Dumas,1844,Wikidata
Le Comte de Monte-Cristo,Alexandre Dumas,1844,Wikidata
La Maison du berger,Alfred de Vigny,1844,Wikidata
Louis XIV et son siècle,Alexandre Dumas,1844,Wikidata
Le Juif errant,Eugène Sue,1844,Wikidata
Julien,Émile Souvestre,1844,Wikidata
Isidora,George Sand,1845,CIDRE
La Mare au diable,George Sand,1845,CIDRE
Le Péché de Monsieur Antoine,George Sand,1845,CIDRE
Teverino,George Sand,1845,CIDRE
Vingt ans après,Alexandre Dumas,1845,Wikidata
La Croix de Berny,Théophile Gautier,1845,Wikidata
La Croix de Berny,Delphine de Girardin,1845,Wikidata
La Reine Margot,Alexandre Dumas,1845,Wikidata
La Croix de Berny,Joseph Méry,1845,Wikidata
La Croix de Berny,Jules Sandeau,1845,Wikidata
Le Meunier d'Angibault,George Sand,1845,Wikidata
Une fille du régent,Alexandre Dumas,1845,Wikidata
Les Amours de Paris,Paul Féval,1845,Wikidata
L'Oreiller d'une jeune fille,Théophile Gautier,1845,Wikidata
Il était temps ! ou À quelque chose malheur est bon,Frédéric Soulié,1845,Wikidata
Le Piccinino,George Sand,1846,CIDRE
Les Comédiens sans le savoir,Honoré de Balzac,1846,CIDRE
Les Parents pauvres (1re partie) - La Cousine Bette,Honoré de Balzac,1846,CIDRE
Lucrezia Floriani,George Sand,1846,CIDRE
Martin l'enfant trouvé,Eugène Sue,1846,Wikidata
L'Élixir de longue vie,Honoré de Balzac,1846,Wikidata
La Cousine Bette,Honoré de Balzac,1846,Wikidata
Le Chevalier de Maison-Rouge,Alexandre Dumas,1846,Wikidata
La Dame de Monsoreau,Alexandre Dumas,1846,Wikidata
La Quittance de minuit,Paul Féval,1846,Wikidata
Charles Guérin,Pierre-Joseph-Olivier Chauveau,1846,Wikidata
Le Chevalier de Maison-Rouge,Auguste Maquet,1846,Wikidata
Le bâtard de Mauléon,Auguste Maquet,1846,Wikidata
Nélida,Marie d’Agoult,1846,Wikidata
Le Monde tel qu'il sera,Émile Souvestre,1846,Wikidata
La Terre paternelle,Patrice Lacombe,1846,Wikidata
François le Champi,George Sand,1847,CIDRE
Le Château des désertes,George Sand,1847,CIDRE
Le Député d'Arcis,Honoré de Balzac,1847,CIDRE
Les Parents pauvres (2e partie) - Le Cousin Pons,Honoré de Balzac,1847,CIDRE
Splendeurs et misères des courtisanes (4e partie) - La Dernière incarnation de Vautrin,Honoré de Balzac,1847,CIDRE
Les Sept Péchés capitaux,Eugène Sue,1847,Wikidata
Le Vicomte de Bragelonne,Alexandre Dumas,1847,Wikidata
Les Quarante-cinq,Alexandre Dumas,1847,Wikidata
Belle-Rose,Amédée Achard,1847,Wikidata
Mademoiselle de la Seiglière,Jules Sandeau,1847,Wikidata
L'Envers de l'histoire contemporaine (2e partie) - L'Initié,Honoré de Balzac,1848,CIDRE
La Petite Fadette,George Sand,1848,CIDRE
La Colère. Tison d'enfer,Eugène Sue,1848,Wikidata
La Luxure. Madeleine,Eugène Sue,1848,Wikidata
Une pécheresse,Paul Féval,1848,Wikidata
La Paresse. Le cousin Michel,Eugène Sue,1849,Wikidata
Les Mystères du Peuple ou Histoire d'une famille de prolétaires à travers les âges,Eugène Sue,1849,Wikidata
Le Collier de la reine,Alexandre Dumas,1849,Wikidata
Les mille et un fantômes : Une journée à Fontenay-aux-Roses,Alexandre Dumas,1849,Wikidata
L'Enfant aux souliers de pain,Théophile Gautier,1849,Wikidata
Histoire du véritable Gribouille,George Sand,1850,CIDRE
La fée des Grèves,Paul Féval,1850,CIDRE
Œuvres illustrées de George Sand,George Sand,1850,Wikidata
La Tulipe noire,Alexandre Dumas,1850,Wikidata
"Miss Mary, ou l'institutrice",Eugène Sue,1851,Wikidata
Un drame au Mexique,Jules Verne,1851,Wikidata
Un drame dans les airs,Jules Verne,1851,Wikidata
Le Mariage de Victorine,George Sand,1851,Wikidata
Une vieille maîtresse,Jules Barbey d’Aurevilly,1851,Wikidata
La baronne trépassée,Pierre Alexis de Ponson du Terrail,1852,CIDRE
La femme immortelle,Pierre Alexis de Ponson du Terrail,1852,CIDRE
La Filleule,George Sand,1852,CIDRE
Mont-Revêche,George Sand,1852,CIDRE
L'Ensorcelée,Jules Barbey d’Aurevilly,1852,Wikidata
Adriani,George Sand,1853,CIDRE
Les Maîtres sonneurs,George Sand,1853,CIDRE
San Francesco a Ripa,Stendhal,1853,Wikidata
Isaac Laquedem,Alexandre Dumas,1853,Wikidata
Les Mohicans de Paris,Alexandre Dumas,1854,Wikidata
L'Ensorcelée,Jules Barbey d’Aurevilly,1854,Wikidata
Histoire de ce qui n’est pas arrivé,Joseph Méry,1854,Wikidata
Évenor et Leucippe,George Sand,1855,CIDRE
Chroniques italiennes,Stendhal,1855,Wikidata
Au bord de l'Adour,Jules Verne,1855,Wikidata
La Daniella,George Sand,1856,CIDRE
Nouveaux Contes de fées,Comtesse de Ségur,1856,CIDRE
Avatar,Théophile Gautier,1856,Wikidata
Jettatura,Théophile Gautier,1856,Wikidata
Histoires extraordinaires,Edgar Allan Poe,1856,Wikidata
Le Bossu I,Paul Féval,1857,CIDRE
Le Bossu II,Paul Féval,1857,CIDRE
Les Beaux Messieurs de Bois-Doré,George Sand,1857,CIDRE
Les compagnons du Silence I,Paul Féval,1857,CIDRE
Les compagnons du Silence II,Paul Féval,1857,CIDRE
Les Dames vertes,George Sand,1857,CIDRE
Les Petites Filles modèles,Comtesse de Ségur,1857,CIDRE
Le Bossu,Paul Féval,1857,Wikidata
Madame Bovary,Gustave Flaubert,1857,Wikidata
L'Héritage mystérieux,Pierre Alexis de Ponson du Terrail,1857,Wikidata
Le Meneur de loups,Alexandre Dumas,1857,Wikidata
Les Compagnons du silence,Paul Féval,1857,Wikidata
Nouvelles histoires extraordinaires,Edgar Allan Poe,1857,Wikidata
Germaine,Edmond About,1857,Wikidata
Les Souffrances du professeur Delteil,Jules Champfleury,1857,Wikidata
Elle et Lui,George Sand,1858,CIDRE
Flavie,George Sand,1858,CIDRE
L'héritage mystérieux I,Pierre Alexis de Ponson du Terrail,1858,CIDRE
L'héritage mystérieux II,Pierre Alexis de Ponson du Terrail,1858,CIDRE
L’Homme de neige,George Sand,1858,CIDRE
Le chercheur de pistes,Gustave Aimard,1858,CIDRE
Le Club des Valets-de-Coeur I,Pierre Alexis de Ponson du Terrail,1858,CIDRE
Le Club des Valets-de-Coeur II,Pierre Alexis de Ponson du Terrail,1858,CIDRE
Le Grand Chef des Aucas,Gustave Aimard,1858,CIDRE
Les Malheurs de Sophie,Comtesse de Ségur,1858,CIDRE
Les pirates des prairies,Gustave Aimard,1858,CIDRE
Les trappeurs de l'Arkansas,Gustave Aimard,1858,CIDRE
Les Vacances,Comtesse de Ségur,1858,CIDRE
Narcisse,George Sand,1858,CIDRE
L’héroïne de Châteauguay,Henri-Émile Chevalier,1858,Wikidata
Les Exploits de Rocambole,Pierre Alexis de Ponson du Terrail,1858,Wikidata
Monsieur de Chimpanzé,Jules Verne,1858,Wikidata
Constance Verrier,George Sand,1859,CIDRE
Jean de La Roche,George Sand,1859,CIDRE
L'éclaireur,Gustave Aimard,1859,CIDRE
La loi de Lynch,Gustave Aimard,1859,CIDRE
Les exploits de Rocambole I,Pierre Alexis de Ponson du Terrail,1859,CIDRE
Les exploits de Rocambole II,Pierre Alexis de Ponson du Terrail,1859,CIDRE
Les exploits de Rocambole III,Pierre Alexis de Ponson du Terrail,1859,CIDRE
Stella,Emeric Bergeaud,1859,Wikidata
Au coin du feu,André Theuriet,1859,Wikidata
La Ville noire,George Sand,1860,CIDRE
Le chevalier Ténèbre,Paul Féval,1860,CIDRE
Le Marquis de Villemer,George Sand,1860,CIDRE
Les Mémoires d’un âne,Comtesse de Ségur,1860,CIDRE
Valvèdre,George Sand,1860,CIDRE
Les roses de Saâdi,Marceline Desbordes-Valmore,1860,Wikidata
Poésies inédites,Marceline Desbordes-Valmore,1860,Wikidata
La Famille de Germandre,George Sand,1861,CIDRE
La Sœur de Gribouille,Comtesse de Ségur,1861,CIDRE
Les aventures du baron de Bréhat de Bréhaut,Pierre Alexis de Ponson du Terrail,1861,CIDRE
Les Bons Enfants,Comtesse de Ségur,1861,CIDRE
Les Rôdeurs de frontières,Gustave Aimard,1861,CIDRE
Pauvre Blaise,Comtesse de Ségur,1861,CIDRE
Histoire d’une sous-maîtresse,Adèle Esquiros,1861,Wikidata
Deux cœurs dévoués,Marie Biard,1861,Wikidata
Antonia,George Sand,1862,CIDRE
L’Auberge de l’Ange Gardien,Comtesse de Ségur,1862,CIDRE
Le comte de Chanteleine,Jules Verne,1862,CIDRE
Les Deux Nigauds,Comtesse de Ségur,1862,CIDRE
Les nuits de la Maison-Dorée,Pierre Alexis de Ponson du Terrail,1862,CIDRE
Tamaris,George Sand,1862,CIDRE
Le Volontaire de 92,Alexandre Dumas,1862,Wikidata
La Main-Ferme,Gustave Aimard,1862,Wikidata
Salammbô,Gustave Flaubert,1862,Wikidata
Contes inédits,Edgar Allan Poe,1862,Wikidata
L'Homme à l'oreille cassée,Edmond About,1862,Wikidata
La Dernière Idole,Alphonse Daudet,1862,Wikidata
1. Les Habits Noirs,Paul Féval,1863,CIDRE
Cinq Semaines en ballon,Jules Verne,1863,CIDRE
Laura. ― Voyage dans le cristal,George Sand,1863,CIDRE
Le Général Dourakine,Comtesse de Ségur,1863,CIDRE
Les Chevaliers du clair de lune I,Pierre Alexis de Ponson du Terrail,1863,CIDRE
Les Chevaliers du clair de lune II,Pierre Alexis de Ponson du Terrail,1863,CIDRE
Les Chevaliers du clair de lune III,Pierre Alexis de Ponson du Terrail,1863,CIDRE
Les Chevaliers du clair de lune IV,Pierre Alexis de Ponson du Terrail,1863,CIDRE
Le Capitaine Fracasse,Théophile Gautier,1863,Wikidata
Les Coups d'épée de M. de La Guerche,Amédée Achard,1863,Wikidata
L'Auberge de l'Ange-Gardien,comtesse de Ségur,1863,Wikidata
Léonard,François Saint-Amand,1863,Wikidata
Contes à Ninon.,Émile Zola,1864,CIDRE
François le bossu,Comtesse de Ségur,1864,CIDRE
La Confession d’une jeune fille,George Sand,1864,CIDRE
Le Guaranis,Gustave Aimard,1864,CIDRE
Voyage au centre de la Terre,Jules Verne,1864,CIDRE
Jacques Galéron,André Léo,1864,Wikidata
2. Coeur d'Acier,Paul Féval,1865,CIDRE
De la Terre à la Lune,Jules Verne,1865,CIDRE
Évangile d’une grand’mère,Comtesse de Ségur,1865,CIDRE
Jean qui grogne et Jean qui rit,Comtesse de Ségur,1865,CIDRE
L'anneau de fer du passé,Pierre Alexis de Ponson du Terrail,1865,CIDRE
La confession de Claude.,Émile Zola,1865,CIDRE
Le Chambrion,Pierre Alexis de Ponson du Terrail,1865,CIDRE
Le piqueur Sonne-Toujours,Pierre Alexis de Ponson du Terrail,1865,CIDRE
Les bohèmes de la mer,Gustave Aimard,1865,CIDRE
Les nuits du quartier Breda,Pierre Alexis de Ponson du Terrail,1865,CIDRE
Un bon petit diable,Comtesse de Ségur,1865,CIDRE
La Vampire,Paul Féval,1865,Wikidata
Un prêtre marié,Jules Barbey d’Aurevilly,1865,Wikidata
Spirite,Théophile Gautier,1865,Wikidata
La fabrique de crimes,Paul Féval,1866,CIDRE
La Fortune de Gaspard,Comtesse de Ségur,1866,CIDRE
La résurrection de Rocambole I,Pierre Alexis de Ponson du Terrail,1866,CIDRE
La résurrection de Rocambole II,Pierre Alexis de Ponson du Terrail,1866,CIDRE
La résurrection de Rocambole III,Pierre Alexis de Ponson du Terrail,1866,CIDRE
La résurrection de Rocambole IV,Pierre Alexis de Ponson du Terrail,1866,CIDRE
Le Dernier Amour,George Sand,1866,CIDRE
Le vœu d'une morte.,Émile Zola,1866,CIDRE
Les Aventures du capitaine Hatteras,Jules Verne,1866,CIDRE
Les pieds-fourchus,Gustave Aimard,1866,CIDRE
Quel amour d’enfant !,Comtesse de Ségur,1866,CIDRE
L'Affaire Lerouge,Émile Gaboriau,1866,Wikidata
Les Gambucinos,Gustave Aimard,1866,Wikidata
Histoire d’un fait divers,André Léo,1866,Wikidata
6. L'avaleur de sabres,Paul Féval,1867,CIDRE
Jim l'Indien,Gustave Aimard,1867,CIDRE
La bohémienne du grand monde,Pierre Alexis de Ponson du Terrail,1867,CIDRE
Le dernier mot de Rocambole I,Pierre Alexis de Ponson du Terrail,1867,CIDRE
Le dernier mot de Rocambole II,Pierre Alexis de Ponson du Terrail,1867,CIDRE
Le dernier mot de Rocambole III,Pierre Alexis de Ponson du Terrail,1867,CIDRE
Le dernier mot de Rocambole IV,Pierre Alexis de Ponson du Terrail,1867,CIDRE
Le dernier mot de Rocambole V,Pierre Alexis de Ponson du Terrail,1867,CIDRE
Le Mauvais Génie,Comtesse de Ségur,1867,CIDRE
Les Actes des Apôtres,Comtesse de Ségur,1867,CIDRE
Les mystères de Marseille.,Émile Zola,1867,CIDRE
Mademoiselle Merquem,George Sand,1867,CIDRE
Mémoires d'un gendarme,Pierre Alexis de Ponson du Terrail,1867,CIDRE
Thérèse Raquin.,Émile Zola,1867,CIDRE
Notes sur Paris. Vie et opinions de M. Frédéric-Thomas Graindorge,Hippolyte Taine,1867,Wikidata
Le Crime d'Orcival,Émile Gaboriau,1867,Wikidata
Le Dossier n° 113,Émile Gaboriau,1867,Wikidata
L’Abîme,Charles Dickens,1867,Wikidata
L’Abîme,Wilkie Collins,1867,Wikidata
Les Aventures (merveilleuses mais authentiques) du capitaine Corcoran,Alfred Assollant,1867,Wikidata
3. La Rue de Jérusalem,Paul Féval,1868,CIDRE
Diloy le chemineau,Comtesse de Ségur,1868,CIDRE
La fée d'Auteuil,Pierre Alexis de Ponson du Terrail,1868,CIDRE
Le cavalier Fortune,Paul Féval,1868,CIDRE
Le Grillon du moulin,Pierre Alexis de Ponson du Terrail,1868,CIDRE
Les Enfants du capitaine Grant,Jules Verne,1868,CIDRE
Les misères de Londres I,Pierre Alexis de Ponson du Terrail,1868,CIDRE
Les misères de Londres II,Pierre Alexis de Ponson du Terrail,1868,CIDRE
Les misères de Londres III,Pierre Alexis de Ponson du Terrail,1868,CIDRE
Les misères de Londres IV,Pierre Alexis de Ponson du Terrail,1868,CIDRE
Madeleine Férat.,Émile Zola,1868,CIDRE
Ourson Tête-de-Fer,Gustave Aimard,1868,CIDRE
Monsieur Lecoq,Émile Gaboriau,1868,Wikidata
Les Vieux,Alphonse Daudet,1868,Wikidata
4. L'arme invisible,Paul Féval,1869,CIDRE
5. Maman Léo,Paul Féval,1869,CIDRE
Bible d’une grand’mère,Comtesse de Ségur,1869,CIDRE
Jeanne,Pierre Alexis de Ponson du Terrail,1869,CIDRE
L'orgue de Barbarie,Pierre Alexis de Ponson du Terrail,1869,CIDRE
Le Beau Laurence,George Sand,1869,CIDRE
Le forestier,Gustave Aimard,1869,CIDRE
Malgrétout,George Sand,1869,CIDRE
Pierre qui roule,George Sand,1869,CIDRE
Rocambole en prison,Pierre Alexis de Ponson du Terrail,1869,CIDRE
L'Éducation sentimentale,Gustave Flaubert,1869,Wikidata
Guerre et Paix,Léon Tolstoï,1869,Wikidata
Monsieur Lecoq,Émile Gaboriau,1869,Wikidata
Le Chevalier de Sainte-Hermine,Alexandre Dumas,1869,Wikidata
Le Passant,François Coppée,1869,Wikidata
Autour de la Lune,Jules Verne,1870,CIDRE
Césarine Dietrich,George Sand,1870,CIDRE
La corde du pendu,Pierre Alexis de Ponson du Terrail,1870,CIDRE
Le forgeron de la Cour-Dieu I,Pierre Alexis de Ponson du Terrail,1870,CIDRE
Le forgeron de la Cour-Dieu II,Pierre Alexis de Ponson du Terrail,1870,CIDRE
Vingt mille lieues sous les mers,Jules Verne,1870,CIDRE
1. La fortune des Rougon.,Émile Zola,1871,CIDRE
2. La curée.,Émile Zola,1871,CIDRE
Après la pluie le beau temps,Comtesse de Ségur,1871,CIDRE
Francia,George Sand,1871,CIDRE
Le dernier vivant I,Paul Féval,1871,CIDRE
Le dernier vivant II,Paul Féval,1871,CIDRE
Les Forceurs de blocus,Jules Verne,1871,CIDRE
Nanon,George Sand,1871,CIDRE
Une ville flottante,Jules Verne,1871,CIDRE
Le Dernier Vivant,Paul Féval,1871,Wikidata
La Curée,Émile Zola,1871,Wikidata
La Fortune des Rougon,Émile Zola,1871,Wikidata
7. Les Compagnons du Trésor,Paul Féval,1872,CIDRE
Aventures de trois Russes et de trois Anglais,Jules Verne,1872,CIDRE
La Dame verte,Léon Gozlan,1872,Wikidata
Tartarin de Tarascon,Alphonse Daudet,1872,Wikidata
3. Le ventre de Paris.,Émile Zola,1873,CIDRE
Le Tour du monde en quatre-vingts jours,Jules Verne,1873,CIDRE
Ma sœur Jeanne,George Sand,1873,CIDRE
Le Ventre de Paris,Émile Zola,1873,Wikidata
Le Pays des fourrures,Jules Verne,1873,Wikidata
Clotilde Martory,Hector Malot,1873,Wikidata
Le Candidat,Gustave Flaubert,1873,Wikidata
4. La conquête de Plassans.,Émile Zola,1874,CIDRE
L’Île mystérieuse,Jules Verne,1874,CIDRE
La Belle-Rivière,Gustave Aimard,1874,CIDRE
Nouveaux contes à Ninon.,Émile Zola,1874,CIDRE
Une fantaisie du docteur Ox,Jules Verne,1874,CIDRE
La Conquête de Plassans,Émile Zola,1874,Wikidata
Le Docteur Ox,Jules Verne,1874,Wikidata
Maître Zacharius ou l'horloger qui avait perdu son âme,Jules Verne,1874,Wikidata
Les Diaboliques,Jules Barbey d’Aurevilly,1874,Wikidata
La Tentation de saint Antoine,Gustave Flaubert,1874,Wikidata
Fromont jeune et Risler aîné,Alphonse Daudet,1874,Wikidata
5. La faute de l'abbé Mouret.,Émile Zola,1875,CIDRE
8. La Bande Cadet,Paul Féval,1875,CIDRE
Flamarande,George Sand,1875,CIDRE
La Tour de Percemont,George Sand,1875,CIDRE
Le Chancellor,Jules Verne,1875,CIDRE
Les Deux Frères,George Sand,1875,CIDRE
Marianne,George Sand,1875,CIDRE
Martin Paz,Jules Verne,1875,CIDRE
La Faute de l'abbé Mouret,Émile Zola,1875,Wikidata
Une ville idéale,Jules Verne,1875,Wikidata
La Main d'écorché,Guy de Maupassant,1875,Wikidata
Jack,Alphonse Daudet,1875,Wikidata
6. Son Excellence Eugène Rougon.,Émile Zola,1876,CIDRE
Dosia,Henry Gréville,1876,CIDRE
L'expiation de Savéli,Henry Gréville,1876,CIDRE
La princesse Oghérof,Henry Gréville,1876,CIDRE
Le Chasseur de rats,Gustave Aimard,1876,CIDRE
Le commandant Delgrès,Gustave Aimard,1876,CIDRE
Michel Strogoff,Jules Verne,1876,CIDRE
Son Excellence Eugène Rougon,Émile Zola,1876,Wikidata
La Chanson des gueux,Jean Richepin,1876,Wikidata
"Marthe, histoire d'une fille",Joris-Karl Huysmans,1876,Wikidata
7. L'assommoir.,Émile Zola,1877,CIDRE
À travers champs,Henry Gréville,1877,CIDRE
Hector Servadac,Jules Verne,1877,CIDRE
L'Olonnais,Gustave Aimard,1877,CIDRE
La maison de Maurèze,Henry Gréville,1877,CIDRE
Le dernier chevalier,Paul Féval,1877,CIDRE
Les épreuves de Raïssa,Henry Gréville,1877,CIDRE
Les Indes noires,Jules Verne,1877,CIDRE
Les Koumiassine,Henry Gréville,1877,CIDRE
Suzanne Normis,Henry Gréville,1877,CIDRE
Vent-en-Panne,Gustave Aimard,1877,CIDRE
8. Une page d'amour.,Émile Zola,1878,CIDRE
Ariadne,Henry Gréville,1878,CIDRE
L'Aigle-Noir des Dacotahs,Gustave Aimard,1878,CIDRE
L'amie,Henry Gréville,1878,CIDRE
La Niania,Henry Gréville,1878,CIDRE
Le Mangeur de poudre,Gustave Aimard,1878,CIDRE
Un capitaine de quinze ans,Jules Verne,1878,CIDRE
Sans famille,Hector Malot,1878,Wikidata
L'Enfant,Jules Vallès,1878,Wikidata
Cara,Hector Malot,1878,Wikidata
Bonne-Marie,Henry Gréville,1879,CIDRE
Coeur-de-Panthère,Gustave Aimard,1879,CIDRE
Les Cinq Cents Millions de la Bégum,Jules Verne,1879,CIDRE
Les Forestiers du Michigan,Gustave Aimard,1879,CIDRE
Les mariages de Philomène,Henry Gréville,1879,CIDRE
Les Terres d'Or,Gustave Aimard,1879,CIDRE
Les Tribulations d’un Chinois en Chine,Jules Verne,1879,CIDRE
Lucie Rodey,Henry Gréville,1879,CIDRE
Un violon russe,Henry Gréville,1879,CIDRE
Le Capitaine Vampire,Marie Nizet,1879,Wikidata
Une page d'amour,Émile Zola,1879,Wikidata
Les Révoltés de la Bounty,Jules Verne,1879,Wikidata
Les Tribulations d'un Chinois en Chine,Jules Verne,1879,Wikidata
Aziyadé,Pierre Loti,1879,Wikidata
Le Fils du Soleil,Gustave Aimard,1879,Wikidata
Cœur de panthère,Gustave Aimard,1879,Wikidata
Jocaste et le Chat maigre,Anatole France,1879,Wikidata
Les Rois en exil,Alphonse Daudet,1879,Wikidata
Voyages très extraordinaires de Saturnin Farandoul,Albert Robida,1879,Wikidata
La vie et la mort d'un clown,Catulle Mendès,1879,Wikidata
Marivaudage (Glatigny),Albert Glatigny,1879,Wikidata
Cœur de panthère,Jules Berlioz d’Auriac,1879,Wikidata
Le Canada et les Basques,Joseph Marmette,1879,Wikidata
9. Nana.,Émile Zola,1880,CIDRE
Cité Ménard,Henry Gréville,1880,CIDRE
L'héritage de Xénie,Henry Gréville,1880,CIDRE
La Maison à vapeur,Jules Verne,1880,CIDRE
Le moulin Frappier,Henry Gréville,1880,CIDRE
Corysandre,Hector Malot,1880,Wikidata
Le Château des cœurs,Gustave Flaubert,1880,Wikidata
Les Soirées de Médan,Joris-Karl Huysmans,1880,Wikidata
Sac au dos,Joris-Karl Huysmans,1880,Wikidata
La Dernière Classe,Alphonse Daudet,1880,Wikidata
Les Soirées de Médan,Paul Alexis,1880,Wikidata
Les Soirées de Médan,Léon Hennique,1880,Wikidata
L'homme sans bras,Paul Féval,1881,CIDRE
La Jangada,Jules Verne,1881,CIDRE
Les bandits de l'Arizona,Gustave Aimard,1881,CIDRE
Madame de Dreux,Henry Gréville,1881,CIDRE
Marier sa fille,Henry Gréville,1881,CIDRE
Perdue,Henry Gréville,1881,CIDRE
Une histoire de revenants,Paul Féval,1881,CIDRE
Le Bachelier,Jules Vallès,1881,Wikidata
Les Voyages au théâtre,Jules Verne,1881,Wikidata
Dix Heures en chasse,Jules Verne,1881,Wikidata
Les Voyages au théâtre,Adolphe d'Ennery,1881,Wikidata
Le Roman d'un spahi,Pierre Loti,1881,Wikidata
Le Crime de Sylvestre Bonnard,Anatole France,1881,Wikidata
Bouvard et Pécuchet,Gustave Flaubert,1881,Wikidata
Numa Roumestan,Alphonse Daudet,1881,Wikidata
10. Pot-bouille.,Émile Zola,1882,CIDRE
L’École des Robinsons,Jules Verne,1882,CIDRE
Le Mariage de Gabrielle,Lesueur,1882,CIDRE
Le Rayon vert,Jules Verne,1882,CIDRE
Angéline de Montbrun,Laure Conan,1882,Wikidata
Pot-Bouille,Émile Zola,1882,Wikidata
L'École des Robinsons,Jules Verne,1882,Wikidata
Fleurs d'ennui,Pierre Loti,1882,Wikidata
Les Trois Dames de la Kasbah,Pierre Loti,1882,Wikidata
Une histoire sans nom,Jules Barbey d’Aurevilly,1882,Wikidata
Abeille,Anatole France,1882,Wikidata
Les Désirs de Jean Servien,Anatole France,1882,Wikidata
Contes grotesques,Edgar Allan Poe,1882,Wikidata
Le Maître de forges,Georges Ohnet,1882,Wikidata
Le Tigre blanc,Louis-Henri Boussenard,1882,Wikidata
Gatienne,Georges de Peyrebrune,1882,Wikidata
11. Au Bonheur des dames.,Émile Zola,1883,CIDRE
Angèle,Henry Gréville,1883,CIDRE
Kéraban-le-Têtu,Jules Verne,1883,CIDRE
L’Amant de Geneviève,Lesueur,1883,CIDRE
L'ingénue,Henry Gréville,1883,CIDRE
Le voeu de Nadia,Henry Gréville,1883,CIDRE
"Louis Breuil, histoire d'un pantouflard",Henry Gréville,1883,CIDRE
Sonia,Henry Gréville,1883,CIDRE
Une trahison,Henry Gréville,1883,CIDRE
Au Bonheur des Dames,Émile Zola,1883,Wikidata
Trois journées de guerre en Annam,Pierre Loti,1883,Wikidata
Clair de lune,Guy de Maupassant,1883,Wikidata
"Miarka, la fille à l'ourse",Jean Richepin,1883,Wikidata
Le Vingtième Siècle,Albert Robida,1883,Wikidata
Victoire la Rouge,Georges de Peyrebrune,1883,Wikidata
12. La joie de vivre.,Émile Zola,1884,CIDRE
L’Archipel en feu,Jules Verne,1884,CIDRE
L'épave du Cynthia,Jules Verne,1884,CIDRE
L’Étoile du sud,Jules Verne,1884,CIDRE
Les Ormes,Henry Gréville,1884,CIDRE
Naïs Micoulin et autres nouvelles.,Émile Zola,1884,CIDRE
Un crime,Henry Gréville,1884,CIDRE
Une Vie,Guy de Maupassant,1884,Wikidata
Le Pouce crochu,Fortuné du Boisgobey,1884,Wikidata
L'Étoile du Sud,Jules Verne,1884,Wikidata
Le Secrétaire intime - Mattea - La Vallée noire,George Sand,1884,Wikidata
Un vieux,Pierre Loti,1884,Wikidata
Jim l’Indien,Gustave Aimard,1884,Wikidata
Ce qui ne meurt pas,Jules Barbey d’Aurevilly,1884,Wikidata
La Parure,Guy de Maupassant,1884,Wikidata
Le Loup,Guy de Maupassant,1884,Wikidata
À rebours,Joris-Karl Huysmans,1884,Wikidata
La Famille du Vourdalak,Alexis Konstantinovitch Tolstoï,1884,Wikidata
La Porteuse de pain,Xavier de Montépin,1884,Wikidata
Jim l’Indien,Jules Berlioz d’Auriac,1884,Wikidata
13. Germinal.,Émile Zola,1885,CIDRE
Clairefontaine,Henry Gréville,1885,CIDRE
L'inondation et autres nouvelles.,Émile Zola,1885,CIDRE
Le mors aux dents,Henry Gréville,1885,CIDRE
Mathias Sandorf,Jules Verne,1885,CIDRE
Bel-Ami,Guy de Maupassant,1885,Wikidata
Germinal,Émile Zola,1885,Wikidata
Sur la mort de l’amiral Courbet,Pierre Loti,1885,Wikidata
Tartarin sur les Alpes,Alphonse Daudet,1885,Wikidata
La Grande Marnière,Georges Ohnet,1885,Wikidata
"Contes, nouvelles et récits",Jules Janin,1885,Wikidata
14. L'oeuvre.,Émile Zola,1886,CIDRE
Robur le conquérant,Jules Verne,1886,CIDRE
Un billet de loterie,Jules Verne,1886,CIDRE
Un mystérieux amour,Lesueur,1886,CIDRE
Petite ville,Jules-Hippolyte Percher,1886,Wikidata
L'Œuvre,Émile Zola,1886,Wikidata
L'Insurgé,Jules Vallès,1886,Wikidata
Les Gaietés de l'escadron,Georges Courteline,1886,Wikidata
Robur-le-Conquérant,Jules Verne,1886,Wikidata
Frritt-Flacc,Jules Verne,1886,Wikidata
Pêcheur d'Islande,Pierre Loti,1886,Wikidata
Baccara,Hector Malot,1886,Wikidata
Le Horla,Guy de Maupassant,1886,Wikidata
Un crime d'amour,Paul Bourget,1886,Wikidata
La Jeunesse blanche,Georges Rodenbach,1886,Wikidata
Germinie Lacerteux,Jules de Goncourt,1886,Wikidata
Roger-la-Honte,Jules Mary,1886,Wikidata
15. La terre.,Émile Zola,1887,CIDRE
Amour d’aujourd’hui,Lesueur,1887,CIDRE
Le Chemin de France,Jules Verne,1887,CIDRE
Nikanor,Henry Gréville,1887,CIDRE
Nord contre sud,Jules Verne,1887,CIDRE
Aventures d'un petit garçon préhistorique,Ernest d'Hervilly,1887,Wikidata
Derniers Contes,Edgar Allan Poe,1887,Wikidata
16. Le rêve.,Émile Zola,1888,CIDRE
Deux Ans de vacances,Jules Verne,1888,CIDRE
La seconde mère,Henry Gréville,1888,CIDRE
